measurement_id,sample_id,replicate_id,sensor_state,target_bacterium,scan_index,potential_V,current_uA
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,14,-0.135,0.65238
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,15,-0.13,0.752123
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,16,-0.125,0.647926
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,17,-0.12,0.717977
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,18,-0.115,0.718089
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,19,-0.11,0.799746
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,20,-0.105,0.730811
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,21,-0.1,0.748541
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,22,-0.095,0.622336
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,23,-0.09,0.619586
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,24,-0.085,0.61512
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,25,-0.08,0.63342
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,26,-0.075,0.681585
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,27,-0.07,0.64349
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,28,-0.065,0.674545
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,29,-0.06,0.681868
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,30,-0.055,0.640241
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,31,-0.05,0.636058
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,32,-0.045,0.669517
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,33,-0.04,0.625212
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,34,-0.035,0.657613
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,35,-0.03,0.843715
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,36,-0.025,0.774396
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,37,-0.02,0.744532
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,38,-0.015,0.772678
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,39,-0.01,0.790381
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,40,-0.005,0.812751
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,41,0.0,0.77715
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,42,0.005,0.821413
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,43,0.01,0.844059
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,44,0.015,0.789336
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,45,0.02,0.728148
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,46,0.025,0.836498
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,47,0.03,0.766212
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,48,0.035,0.778479
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,49,0.04,0.774194
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,50,0.045,0.731319
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,51,0.05,0.932871
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,52,0.055,0.882699
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,53,0.06,1.073393
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,54,0.065,1.270442
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,55,0.07,1.442099
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,56,0.075,1.930117
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,57,0.08,2.347718
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,58,0.085,3.165321
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,59,0.09,3.954384
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,60,0.095,5.194112
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,61,0.1,6.357536
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,62,0.105,8.110035
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,63,0.11,9.710721
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,64,0.115,11.754445
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,65,0.12,13.430332
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,66,0.125,15.540712
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,67,0.13,16.715264
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,68,0.135,19.098567
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,69,0.14,19.667482
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,70,0.145,20.33418
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,71,0.15,20.509406
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,72,0.155,20.256738
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,73,0.16,19.276484
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,74,0.165,17.793805
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,75,0.17,16.39263
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,76,0.175,14.485859
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,77,0.18,12.407197
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,78,0.185,10.875002
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,79,0.19,8.830873
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,80,0.195,7.039625
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,81,0.2,5.50679
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,82,0.205,4.39285
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,83,0.21,3.487778
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,84,0.215,2.67466
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,85,0.22,2.050639
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,86,0.225,1.581431
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,87,0.23,1.395512
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,88,0.235,1.12286
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,89,0.24,0.975768
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,90,0.245,0.850656
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,91,0.25,0.722724
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,92,0.255,0.810541
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,93,0.26,0.701832
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,94,0.265,0.759984
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,95,0.27,0.81469
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,96,0.275,0.78922
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,97,0.28,0.722396
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,98,0.285,0.80192
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,99,0.29,0.787243
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,100,0.295,0.831404
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,101,0.3,0.719848
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,102,0.305,0.747184
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,103,0.31,0.769927
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,104,0.315,0.722171
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,105,0.32,0.670119
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,106,0.325,0.670491
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,107,0.33,0.638293
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,108,0.335,0.770483
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,109,0.34,0.729091
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,110,0.345,0.676365
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,111,0.35,0.691582
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,112,0.355,0.73983
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,113,0.36,0.725443
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,114,0.365,0.734599
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,115,0.37,0.691231
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,116,0.375,0.784892
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,117,0.38,0.727594
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,118,0.385,0.678505
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,119,0.39,0.74658
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,120,0.395,0.673761
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,121,0.4,0.679869
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,122,0.405,0.686022
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,123,0.41,0.700585
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,124,0.415,0.695385
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,125,0.42,0.714744
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,126,0.425,0.678339
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,127,0.43,0.701732
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,128,0.435,0.680655
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,129,0.44,0.67877
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,130,0.445,0.690471
EC_001_R1_1,EC_001,1,capture_probe,Escherichia coli,131,0.45,0.715971
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,1,-0.2,0.67254
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,2,-0.195,0.719396
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,3,-0.19,0.679905
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,4,-0.185,0.619757
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,5,-0.18,0.671005
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,6,-0.175,0.647233
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,7,-0.17,0.668111
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,8,-0.165,0.689459
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,9,-0.16,0.555928
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,10,-0.155,0.746286
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,11,-0.15,0.669164
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,12,-0.145,0.631923
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,13,-0.14,0.64143
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,14,-0.135,0.689329
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,15,-0.13,0.64457
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,16,-0.125,0.625914
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,17,-0.12,0.673104
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,18,-0.115,0.577593
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,19,-0.11,0.689723
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,20,-0.105,0.663024
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,21,-0.1,0.643063
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,22,-0.095,0.740295
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,23,-0.09,0.722754
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,24,-0.085,0.748585
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,25,-0.08,0.677269
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,26,-0.075,0.7435
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,27,-0.07,0.736714
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,28,-0.065,0.689647
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,29,-0.06,0.706248
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,30,-0.055,0.796428
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,31,-0.05,0.714905
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,32,-0.045,0.651578
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,33,-0.04,0.657264
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,34,-0.035,0.685569
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,35,-0.03,0.720869
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,36,-0.025,0.758803
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,37,-0.02,0.717661
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,38,-0.015,0.685871
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,39,-0.01,0.728784
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,40,-0.005,0.734823
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,41,0.0,0.629915
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,42,0.005,0.647935
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,43,0.01,0.731255
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,44,0.015,0.587523
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,45,0.02,0.665057
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,46,0.025,0.721321
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,47,0.03,0.690723
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,48,0.035,0.634378
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,49,0.04,0.677903
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,50,0.045,0.712276
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,51,0.05,0.774503
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,52,0.055,0.932601
EC_001_R1_2,EC_001,1,capture_probe_16S_rRNA,Escherichia coli,53,0.06,0.972768
